bnumber	dbname	dbid
b3522	ECOCYC	EG12248
b3522	GeneID	948033
b3523	UniProtKB/Swiss-Prot	P37643
b3523	ASAP	ABE-0011509
b3523	ECOCYC	EG12249
b3523	GeneID	948032
b3524	UniProtKB/Swiss-Prot	P37645
b3524	ASAP	ABE-0011512
b3524	ECOCYC	EG12251
b3524	GeneID	948043
b3525	UniProtKB/Swiss-Prot	P37646
b3525	ASAP	ABE-0011515
b3525	ECOCYC	EG12252
b3525	GeneID	948042
b3526	UniProtKB/Swiss-Prot	P37647
b3526	ASAP	ABE-0011519
b3526	ECOCYC	EG12253
b3526	GeneID	948041
b3527	UniProtKB/Swiss-Prot	P37648
b3527	ASAP	ABE-0011524
b3527	ECOCYC	EG12254
b3527	GeneID	948040
b3528	UniProtKB/Swiss-Prot	P0A830
b3528	ASAP	ABE-0011527
b3528	ECOCYC	EG20044
b3528	GeneID	948039
b3529	UniProtKB/Swiss-Prot	P37649
b3529	ASAP	ABE-0011533
b3529	ECOCYC	EG12256
b3529	GeneID	948048
b3530	UniProtKB/Swiss-Prot	P37650
b3530	ASAP	ABE-0011538
b3530	ECOCYC	EG12257
b3530	GeneID	948047
b3531	UniProtKB/Swiss-Prot	P37651
b3531	ASAP	ABE-0011541
b3531	ECOCYC	EG12258
b3531	GeneID	948046
b3532	UniProtKB/Swiss-Prot	P37652
b3532	ASAP	ABE-0011545
b3532	ECOCYC	EG12259
b3532	GeneID	948045
b3533	UniProtKB/Swiss-Prot	P37653
b3533	ASAP	ABE-0011547
b3533	ECOCYC	EG12260
b3533	GeneID	948053
b3535	UniProtKB/Swiss-Prot	P0ADJ3
b3535	ASAP	ABE-0011551
b3535	ECOCYC	EG12262
b3535	GeneID	948051
b3536	UniProtKB/Swiss-Prot	P37657
b3536	ASAP	ABE-0011554
b3536	ECOCYC	EG12263
b3536	GeneID	948050
b3537	UniProtKB/Swiss-Prot	P0ADJ5
b3537	ASAP	ABE-0011556
b3537	ECOCYC	EG12264
b3537	GeneID	948059
b3538	UniProtKB/Swiss-Prot	P37659
b3538	ASAP	ABE-0011558
b3538	ECOCYC	EG12265
b3538	GeneID	948058
b4453	UniProtKB/Swiss-Prot	Q6BF25
b4453	ASAP	ABE-0047284
b4453	ECOCYC	G0-9041
b4453	GeneID	2847730
b3539	UniProtKB/Swiss-Prot	P37660
b3539	ASAP	ABE-0011562
b3539	ECOCYC	EG12266
b3539	GeneID	948057
b3540	UniProtKB/Swiss-Prot	P37313
b3540	ASAP	ABE-0011564
b3540	ECOCYC	EG12628
b3540	GeneID	948056
b3541	UniProtKB/Swiss-Prot	P0AAG0
b3541	ASAP	ABE-0011566
b3541	ECOCYC	EG12627
b3541	GeneID	948065
b3542	UniProtKB/Swiss-Prot	P0AEG1
b3542	ASAP	ABE-0011570
b3542	ECOCYC	EG12626
b3542	GeneID	948064
b3543	UniProtKB/Swiss-Prot	P0AEF8
b3543	ASAP	ABE-0011572
b3543	ECOCYC	EG12625
b3543	GeneID	948063
b3544	UniProtKB/Swiss-Prot	P23847
b3544	ASAP	ABE-0011576
b3544	ECOCYC	EG10248
b3544	GeneID	948062
b3546	UniProtKB/Swiss-Prot	P37661
b3546	ASAP	ABE-0011581
b3546	ECOCYC	EG12267
b3546	GeneID	948068
b3547	UniProtKB/Swiss-Prot	P37662
b3547	ASAP	ABE-0011586
b3547	ECOCYC	EG12268
b3547	GeneID	948066
b3548	UniProtKB/Swiss-Prot	P37663
b3548	ASAP	ABE-0011589
b3548	ECOCYC	EG12269
b3548	GeneID	948073
b3549	UniProtKB/Swiss-Prot	P05100
b3549	ASAP	ABE-0011593
b3549	ECOCYC	EG10986
b3549	GeneID	947137
b3550	UniProtKB/Swiss-Prot	P37664
b3550	ASAP	ABE-0011595
b3550	ECOCYC	EG12270
b3550	GeneID	946460
b3551	UniProtKB/Swiss-Prot	P20099
b3551	ASAP	ABE-0011597
b3551	ECOCYC	EG10124
b3551	GeneID	946915
b3552	UniProtKB/Swiss-Prot	P37665
b3552	ASAP	ABE-0011601
b3552	ECOCYC	EG12271
b3552	GeneID	948075
b3553	UniProtKB/Swiss-Prot	P37666
b3553	ASAP	ABE-0011604
b3553	ECOCYC	EG12272
b3553	GeneID	948074
b3554	UniProtKB/Swiss-Prot	P0ADK0
b3554	ASAP	ABE-0011606
b3554	ECOCYC	EG12273
b3554	GeneID	948072
b3555	UniProtKB/Swiss-Prot	P0A9V5
b3555	ASAP	ABE-0011612
b3555	ECOCYC	EG12624
b3555	GeneID	948071
b3556	UniProtKB/Swiss-Prot	P0A9X9
b3556	ASAP	ABE-0011616
b3556	ECOCYC	EG10166
b3556	GeneID	948070
b4793	UniProtKB/Swiss-Prot	P0DSH1
b4793	ECOCYC	G0-17039
b4793	GeneID	63925656
b4455	UniProtKB/Swiss-Prot	P37305
b4455	ASAP	ABE-0047285
b4455	ECOCYC	G0-9613
b4455	GeneID	2847732
b3557	UniProtKB/Swiss-Prot	P19768
b3557	ASAP	ABE-0011620
b3557	ECOCYC	G7776
b3557	GeneID	948082
b3558	UniProtKB/Swiss-Prot	P19769
b3558	ASAP	ABE-0011622
b3558	ECOCYC	G7777
b3558	GeneID	948081
b3559	UniProtKB/Swiss-Prot	P00961
b3559	ASAP	ABE-0011624
b3559	ECOCYC	EG10410
b3559	GeneID	948080
b3560	UniProtKB/Swiss-Prot	P00960
b3560	ASAP	ABE-0011626
b3560	ECOCYC	EG10409
b3560	GeneID	948079
b4553	UniProtKB/Swiss-Prot	Q2M7M3
b4553	ASAP	ABE-0285074
b4553	ECOCYC	G0-10467
b4553	GeneID	1450292
b3561	UniProtKB/Swiss-Prot	P37669
b3561	ASAP	ABE-0011630
b3561	ECOCYC	EG12274
b3561	GeneID	948077
b3562	UniProtKB/Swiss-Prot	P0ADJ8
b3562	ASAP	ABE-0011632
b3562	ECOCYC	EG11186
b3562	GeneID	948078
b3563	UniProtKB/Swiss-Prot	P11286
b3563	ASAP	ABE-0011634
b3563	ECOCYC	EG11267
b3563	GeneID	948152
b3564	UniProtKB/Swiss-Prot	P09099
b3564	ASAP	ABE-0011637
b3564	ECOCYC	EG11075
b3564	GeneID	948133
b3565	UniProtKB/Swiss-Prot	P00944
b3565	ASAP	ABE-0011639
b3565	ECOCYC	EG11074
b3565	GeneID	948141
b3566	UniProtKB/Swiss-Prot	P37387
b3566	ASAP	ABE-0011646
b3566	ECOCYC	EG20252
b3566	GeneID	948090
b3567	UniProtKB/Swiss-Prot	P37388
b3567	ASAP	ABE-0011648
b3567	ECOCYC	EG12275
b3567	GeneID	948127
b3568	UniProtKB/Swiss-Prot	P0AGI4
b3568	ASAP	ABE-0011650
b3568	ECOCYC	EG12276
b3568	GeneID	948083
b3569	UniProtKB/Swiss-Prot	P0ACI3
b3569	ASAP	ABE-0011652
b3569	ECOCYC	EG20253
b3569	GeneID	948086
b3570	UniProtKB/Swiss-Prot	P27297
b3570	ASAP	ABE-0011655
b3570	ECOCYC	EG11360
b3570	GeneID	948089
b4794	UniProtKB/Swiss-Prot	P0DSH2
b4794	ECOCYC	G0-17040
b4794	GeneID	63925657
b3571	UniProtKB/Swiss-Prot	P25718
b3571	ASAP	ABE-0011668
b3571	ECOCYC	EG11316
b3571	GeneID	948088
b3572	UniProtKB/Swiss-Prot	P09053
b3572	ASAP	ABE-0011671
b3572	ECOCYC	EG10107
b3572	GeneID	948087
b3573	UniProtKB/Swiss-Prot	P56256
b3573	ASAP	ABE-0011674
b3573	ECOCYC	EG12277
b3573	GeneID	948085
b3574	UniProtKB/Swiss-Prot	P37671
b3574	ASAP	ABE-0011677
b3574	ECOCYC	EG12278
b3574	GeneID	948084
b3575	UniProtKB/Swiss-Prot	P37672
b3575	ASAP	ABE-0011682
b3575	ECOCYC	EG12279
b3575	GeneID	948096
b3576	UniProtKB/Swiss-Prot	P37673
b3576	ASAP	ABE-0011684
b3576	ECOCYC	EG12280
b3576	GeneID	948094
b3577	UniProtKB/Swiss-Prot	P37674
b3577	ASAP	ABE-0011690
b3577	ECOCYC	EG12281
b3577	GeneID	948093
b3578	UniProtKB/Swiss-Prot	P37675
b3578	ASAP	ABE-0011692
b3578	ECOCYC	EG12282
b3578	GeneID	948092
b3579	UniProtKB/Swiss-Prot	P37676
b3579	ASAP	ABE-0011694
b3579	ECOCYC	EG12283
b3579	GeneID	948091
b3580	UniProtKB/Swiss-Prot	P37677
b3580	ASAP	ABE-0011696
b3580	ECOCYC	EG12284
b3580	GeneID	948101
b3581	UniProtKB/Swiss-Prot	P37678
b3581	ASAP	ABE-0011698
b3581	ECOCYC	EG12285
b3581	GeneID	948098
b3582	UniProtKB/Swiss-Prot	P37679
b3582	ASAP	ABE-0011700
b3582	ECOCYC	EG12286
b3582	GeneID	948100
b3583	UniProtKB/Swiss-Prot	P37680
b3583	ASAP	ABE-0011702
b3583	ECOCYC	EG12287
b3583	GeneID	948099
b3584	UniProtKB/Swiss-Prot	P37681
b3584	ASAP	ABE-0011704
b3584	ECOCYC	EG12288
b3584	GeneID	948097
b3585	UniProtKB/Swiss-Prot	P37682
b3585	ASAP	ABE-0011710
b3585	ECOCYC	EG12289
b3585	GeneID	948107
b3586	UniProtKB/Swiss-Prot	P37683
b3586	ASAP	ABE-0011712
b3586	ECOCYC	EG12290
b3586	GeneID	948106
b3587	UniProtKB/Swiss-Prot	P0ADK4
b3587	ASAP	ABE-0011714
b3587	ECOCYC	EG12291
b3587	GeneID	948105
b3588	UniProtKB/Swiss-Prot	P37685
b3588	ASAP	ABE-0011718
b3588	ECOCYC	EG12292
b3588	GeneID	948104
b3589	UniProtKB/Swiss-Prot	P37686
b3589	ASAP	ABE-0011725
b3589	ECOCYC	EG12293
b3589	GeneID	948102
b3590	UniProtKB/Swiss-Prot	P14081
b3590	ASAP	ABE-0011729
b3590	ECOCYC	EG10942
b3590	GeneID	948103
b3591	UniProtKB/Swiss-Prot	P0A821
b3591	ASAP	ABE-0011731
b3591	ECOCYC	EG10941
b3591	GeneID	948124
b3592	UniProtKB/Swiss-Prot	P0ACA1
b3592	ASAP	ABE-0011736
b3592	ECOCYC	EG11762
b3592	GeneID	948113
b3593	UniProtKB/Swiss-Prot	P16916
b3593	ASAP	ABE-0011742
b3593	ECOCYC	EG10846
b3593	GeneID	948120
b3594	UniProtKB/Swiss-Prot	P0ADK6
b3594	ASAP	ABE-0011744
b3594	ECOCYC	EG11187
b3594	GeneID	948108
b3596	UniProtKB/Swiss-Prot	P32106
b3596	ASAP	ABE-0011750
b3596	ECOCYC	EG11763
b3596	GeneID	948111
b4615	UniProtKB/Swiss-Prot	A5A625
b4615	ASAP	ABE-0285196
b4615	ECOCYC	G0-10605
b4615	GeneID	5061524
b3597	UniProtKB/Swiss-Prot	P0AFV0
b3597	ASAP	ABE-0011752
b3597	ECOCYC	EG11764
b3597	GeneID	948110
b3598	UniProtKB/Swiss-Prot	P32108
b3598	ASAP	ABE-0011754
b3598	ECOCYC	EG11765
b3598	GeneID	948109
b3599	UniProtKB/Swiss-Prot	P00550
b3599	ASAP	ABE-0011761
b3599	ECOCYC	EG10615
b3599	GeneID	948118
b3600	UniProtKB/Swiss-Prot	P09424
b3600	ASAP	ABE-0011767
b3600	ECOCYC	EG10616
b3600	GeneID	948117
b3601	UniProtKB/Swiss-Prot	P0AF10
b3601	ASAP	ABE-0011769
b3601	ECOCYC	EG11965
b3601	GeneID	948116
b4554	UniProtKB/Swiss-Prot	Q2M7R5
b4554	ASAP	ABE-0285075
b4554	ECOCYC	G0-10468
b4554	GeneID	1450299
b3602	UniProtKB/Swiss-Prot	P0ADK8
b3602	ASAP	ABE-0011773
b3602	ECOCYC	EG11964
b3602	GeneID	948115
b3603	UniProtKB/Swiss-Prot	P33231
b3603	ASAP	ABE-0011777
b3603	ECOCYC	EG11961
b3603	GeneID	948114
b3604	UniProtKB/Swiss-Prot	P0ACL7
b3604	ASAP	ABE-0011782
b3604	ECOCYC	EG11962
b3604	GeneID	948122
b3605	UniProtKB/Swiss-Prot	P33232
b3605	ASAP	ABE-0011784
b3605	ECOCYC	EG11963
b3605	GeneID	948121
b3606	UniProtKB/Swiss-Prot	P0AGJ7
b3606	ASAP	ABE-0011790
b3606	ECOCYC	EG11888
b3606	GeneID	948119
b3607	UniProtKB/Swiss-Prot	P0A9D4
b3607	ASAP	ABE-0011793
b3607	ECOCYC	EG10187
b3607	GeneID	948126
b3608	UniProtKB/Swiss-Prot	P0A6S7
b3608	ASAP	ABE-0011795
b3608	ECOCYC	EG20091
b3608	GeneID	948125
b3609	UniProtKB/Swiss-Prot	P0AG86
b3609	ASAP	ABE-0011798
b3609	ECOCYC	EG10937
b3609	GeneID	948123
b3610	UniProtKB/Swiss-Prot	P0AC62
b3610	ASAP	ABE-0011801
b3610	ECOCYC	EG12294
b3610	GeneID	948132
b3611	UniProtKB/Swiss-Prot	P0AG27
b3611	ASAP	ABE-0011805
b3611	ECOCYC	EG12295
b3611	GeneID	948131
b3612	UniProtKB/Swiss-Prot	P37689
b3612	ASAP	ABE-0011818
b3612	ECOCYC	EG12296
b3612	GeneID	948130
b3613	UniProtKB/Swiss-Prot	P37690
b3613	ASAP	ABE-0011820
b3613	ECOCYC	EG12297
b3613	GeneID	948129
b3614	UniProtKB/Swiss-Prot	P37691
b3614	ASAP	ABE-0011824
b3614	ECOCYC	EG12298
b3614	GeneID	948128
b3615	UniProtKB/Swiss-Prot	P11290
b3615	ASAP	ABE-0011826
b3615	ECOCYC	EG11266
b3615	GeneID	948140
b3616	UniProtKB/Swiss-Prot	P07913
b3616	ASAP	ABE-0011830
b3616	ECOCYC	EG10993
b3616	GeneID	948139
b3617	UniProtKB/Swiss-Prot	P0AB77
b3617	ASAP	ABE-0011832
b3617	ECOCYC	EG10512
b3617	GeneID	948138
b3618	UniProtKB/Swiss-Prot	P25666
b3618	ASAP	ABE-0011838
b3618	ECOCYC	EG11188
b3618	GeneID	948137
b3619	UniProtKB/Swiss-Prot	P67910
b3619	ASAP	ABE-0011843
b3619	ECOCYC	EG10838
b3619	GeneID	948134
b3620	UniProtKB/Swiss-Prot	P37692
b3620	ASAP	ABE-0011845
b3620	ECOCYC	EG12210
b3620	GeneID	948135
b3621	UniProtKB/Swiss-Prot	P24173
b3621	ASAP	ABE-0011847
b3621	ECOCYC	EG11189
b3621	GeneID	948136
b3622	UniProtKB/Swiss-Prot	P27243
b3622	ASAP	ABE-0011849
b3622	ECOCYC	EG11424
b3622	GeneID	948148
b4795	UniProtKB/Swiss-Prot	P0DSH3
b4795	ECOCYC	G0-17041
b4795	GeneID	63925658
b4795	ECOCYC	G0-17041
b4795	GeneID	63925658
b4796	UniProtKB/Swiss-Prot	P0DSH4
b4796	ECOCYC	G0-17042
b4796	GeneID	63925659
b3623	UniProtKB/Swiss-Prot	P27242
b3623	ASAP	ABE-0011851
b3623	ECOCYC	EG11423
b3623	GeneID	948147
b3624	UniProtKB/Swiss-Prot	P27241
b3624	ASAP	ABE-0011854
b3624	ECOCYC	EG11426
b3624	GeneID	948146
b3625	UniProtKB/Swiss-Prot	P27240
b3625	ASAP	ABE-0011856
b3625	ECOCYC	EG11425
b3625	GeneID	948145
b3626	UniProtKB/Swiss-Prot	P27129
b3626	ASAP	ABE-0011858
b3626	ECOCYC	EG11353
b3626	GeneID	948142
b3627	UniProtKB/Swiss-Prot	P27128
b3627	ASAP	ABE-0011860
b3627	ECOCYC	EG11352
b3627	GeneID	948143
b3628	UniProtKB/Swiss-Prot	P27127
b3628	ASAP	ABE-0011862
b3628	ECOCYC	EG11351
b3628	GeneID	948144
b3629	UniProtKB/Swiss-Prot	P27126
b3629	ASAP	ABE-0011864
b3629	ECOCYC	EG11350
b3629	GeneID	948151
b3630	UniProtKB/Swiss-Prot	P25741
b3630	ASAP	ABE-0011866
b3630	ECOCYC	EG11340
b3630	GeneID	948150
b3631	UniProtKB/Swiss-Prot	P25740
b3631	ASAP	ABE-0011868
b3631	ECOCYC	EG11339
b3631	GeneID	948149
b3632	UniProtKB/Swiss-Prot	P25742
b3632	ASAP	ABE-0011870
b3632	ECOCYC	EG11341
b3632	GeneID	948155
b3633	UniProtKB/Swiss-Prot	P0AC75
b3633	ASAP	ABE-0011873
b3633	ECOCYC	EG10520
b3633	GeneID	949048
b3634	UniProtKB/Swiss-Prot	P0A6I6
b3634	ASAP	ABE-0011875
b3634	ECOCYC	EG11190
b3634	GeneID	947386
b3635	UniProtKB/Swiss-Prot	P05523
b3635	ASAP	ABE-0011877
b3635	ECOCYC	EG10329
b3635	GeneID	946765
b3636	UniProtKB/Swiss-Prot	P0A7N9
b3636	ASAP	ABE-0011883
b3636	ECOCYC	EG10891
b3636	GeneID	946318
b3637	UniProtKB/Swiss-Prot	P0A7M2
b3637	ASAP	ABE-0011885
b3637	ECOCYC	EG10886
b3637	GeneID	946941
b3638	UniProtKB/Swiss-Prot	P25531
b3638	ASAP	ABE-0011889
b3638	ECOCYC	EG11312
b3638	GeneID	948968
b3639	UniProtKB/Swiss-Prot	P0ABQ0
b3639	ASAP	ABE-0011896
b3639	ECOCYC	EG10004
b3639	GeneID	949047
b3640	UniProtKB/Swiss-Prot	P06968
b3640	ASAP	ABE-0011899
b3640	ECOCYC	EG10251
b3640	GeneID	948607
b3641	UniProtKB/Swiss-Prot	P0C093
b3641	ASAP	ABE-0011902
b3641	ECOCYC	EG11191
b3641	GeneID	948158
b3642	UniProtKB/Swiss-Prot	P0A7E3
b3642	ASAP	ABE-0011904
b3642	ECOCYC	EG10808
b3642	GeneID	948157
b3643	UniProtKB/Swiss-Prot	P0CG19
b3643	ASAP	ABE-0011909
b3643	ECOCYC	EG10863
b3643	GeneID	948156
b3644	UniProtKB/Swiss-Prot	P23839
b3644	ASAP	ABE-0011913
b3644	ECOCYC	EG11192
b3644	GeneID	948154
b3645	UniProtKB/Swiss-Prot	P23840
b3645	ASAP	ABE-0011918
b3645	ECOCYC	EG11193
b3645	GeneID	948153
b3646	UniProtKB/Swiss-Prot	P0AGM2
b3646	ASAP	ABE-0011921
b3646	ECOCYC	EG11683
b3646	GeneID	948165
b3647	UniProtKB/Swiss-Prot	P25772
b3647	ASAP	ABE-0011923
b3647	ECOCYC	EG11334
b3647	GeneID	948164
b3648	UniProtKB/Swiss-Prot	P60546
b3648	ASAP	ABE-0011930
b3648	ECOCYC	EG10965
b3648	GeneID	948163
b3649	UniProtKB/Swiss-Prot	P0A800
b3649	ASAP	ABE-0011933
b3649	ECOCYC	EG10899
b3649	GeneID	948160
b3650	UniProtKB/Swiss-Prot	P0AG24
b3650	ASAP	ABE-0011935
b3650	ECOCYC	EG10966
b3650	GeneID	948159
b3651	UniProtKB/Swiss-Prot	P0AGJ2
b3651	ASAP	ABE-0011937
b3651	ECOCYC	EG10967
b3651	GeneID	948161
b3652	UniProtKB/Swiss-Prot	P24230
b3652	ASAP	ABE-0011939
b3652	ECOCYC	EG10829
b3652	GeneID	948162
b3653	UniProtKB/Swiss-Prot	P0AER8
b3653	ASAP	ABE-0011941
b3653	ECOCYC	EG10406
b3653	GeneID	948166
b3654	UniProtKB/Swiss-Prot	P0AGM9
b3654	ASAP	ABE-0011946
b3654	ECOCYC	EG11194
b3654	GeneID	948172
b3655	UniProtKB/Swiss-Prot	P31433
b3655	ASAP	ABE-0011949
b3655	ECOCYC	EG11684
b3655	GeneID	948171
b3656	UniProtKB/Swiss-Prot	P31434
b3656	ASAP	ABE-0011951
b3656	ECOCYC	EG11685
b3656	GeneID	948169
b3657	UniProtKB/Swiss-Prot	P31435
b3657	ASAP	ABE-0011953
b3657	ECOCYC	EG11686
b3657	GeneID	948168
b3659	UniProtKB/Swiss-Prot	P31436
b3659	ASAP	ABE-0011959
b3659	ECOCYC	EG11687
b3659	GeneID	948177
b3660	UniProtKB/Swiss-Prot	P31437
b3660	ASAP	ABE-0011962
b3660	ECOCYC	EG11688
b3660	GeneID	948176
b4797	UniProtKB/Swiss-Prot	P0DSH5
b4797	ECOCYC	G0-17043
b4797	GeneID	63925661
b3661	UniProtKB/Swiss-Prot	P04846
b3661	ASAP	ABE-0011964
b3661	ECOCYC	EG10657
b3661	GeneID	948175
b4555	UniProtKB/Swiss-Prot	Q2M7X4
b4555	ASAP	ABE-0285076
b4555	ECOCYC	G0-10469
b4555	GeneID	1450300
b3662	UniProtKB/Swiss-Prot	P0ADL1
b3662	ASAP	ABE-0011967
b3662	ECOCYC	EG11689
b3662	GeneID	948213
b3663	UniProtKB/Swiss-Prot	P0ADL3
b3663	ASAP	ABE-0011972
b3663	ECOCYC	EG11690
b3663	GeneID	948173
b3664	UniProtKB/Swiss-Prot	P31440
b3664	ASAP	ABE-0011975
b3664	ECOCYC	EG11691
b3664	GeneID	948174
b3665	UniProtKB/Swiss-Prot	P31441
b3665	ASAP	ABE-0011979
b3665	ECOCYC	EG11692
b3665	GeneID	948210
b3666	UniProtKB/Swiss-Prot	P0AGC0
b3666	ASAP	ABE-0011981
b3666	ECOCYC	EG11054
b3666	GeneID	948201
b3667	UniProtKB/Swiss-Prot	P09836
b3667	ASAP	ABE-0011990
b3667	ECOCYC	EG11053
b3667	GeneID	948184
b3668	UniProtKB/Swiss-Prot	P09835
b3668	ASAP	ABE-0011993
b3668	ECOCYC	EG11052
b3668	GeneID	948195
b3669	UniProtKB/Swiss-Prot	P0AGA6
b3669	ASAP	ABE-0011995
b3669	ECOCYC	EG11051
b3669	GeneID	948178
b3670	UniProtKB/Swiss-Prot	P0ADF8
b3670	ASAP	ABE-0011997
b3670	ECOCYC	EG10502
b3670	GeneID	948183
b3671	UniProtKB/Swiss-Prot	P08142
b3671	ASAP	ABE-0011999
b3671	ECOCYC	EG10494
b3671	GeneID	948182
b3672	UniProtKB/Swiss-Prot	P03061
b3672	ASAP	ABE-0012002
b3672	ECOCYC	EG11275
b3672	GeneID	948181
b4618	UniProtKB/Swiss-Prot	A5A627
b4618	ECOCYC	G0-9962
b4618	GeneID	5061527
b4798	UniProtKB/Swiss-Prot	P0DSH6
b4798	ECOCYC	G0-17044
b4798	GeneID	63925662
b3673	UniProtKB/Swiss-Prot	P31442
b3673	ASAP	ABE-0012011
b3673	ECOCYC	EG11693
b3673	GeneID	948180
b3674	UniProtKB/Swiss-Prot	P31443
b3674	ASAP	ABE-0012013
b3674	ECOCYC	EG11694
b3674	GeneID	948179
b3675	UniProtKB/Swiss-Prot	P0ADL6
b3675	ASAP	ABE-0012015
b3675	ECOCYC	EG11695
b3675	GeneID	948191
b3676	UniProtKB/Swiss-Prot	P0ADM0
b3676	ASAP	ABE-0012018
b3676	ECOCYC	EG11696
b3676	GeneID	948190
b3677	UniProtKB/Swiss-Prot	P31446
b3677	ASAP	ABE-0012022
b3677	ECOCYC	EG11697
b3677	GeneID	948189
b3678	UniProtKB/Swiss-Prot	P31447
b3678	ASAP	ABE-0012024
b3678	ECOCYC	EG11705
b3678	GeneID	948188
b3679	UniProtKB/Swiss-Prot	P31448
b3679	ASAP	ABE-0012026
b3679	ECOCYC	EG11706
b3679	GeneID	948185
b3680	UniProtKB/Swiss-Prot	P31449
b3680	ASAP	ABE-0012034
b3680	ECOCYC	EG11707
b3680	GeneID	948186
b3681	UniProtKB/Swiss-Prot	P31450
b3681	ASAP	ABE-0012036
b3681	ECOCYC	EG11708
b3681	GeneID	948187
b3682	UniProtKB/Swiss-Prot	P69789
b3682	ASAP	ABE-0012038
b3682	ECOCYC	EG11709
b3682	GeneID	2847722
b3683	UniProtKB/Swiss-Prot	P31452
b3683	ASAP	ABE-0012043
b3683	ECOCYC	EG11710
b3683	GeneID	2847721
b3684	UniProtKB/Swiss-Prot	P31453
b3684	ASAP	ABE-0012049
b3684	ECOCYC	EG11711
b3684	GeneID	948194
b3685	UniProtKB/Swiss-Prot	P60872
b3685	ASAP	ABE-0012051
b3685	ECOCYC	EG11536
b3685	GeneID	948193
b3686	UniProtKB/Swiss-Prot	P0C058
b3686	ASAP	ABE-0012054
b3686	ECOCYC	EG11535
b3686	GeneID	948192
b3687	UniProtKB/Swiss-Prot	P0C054
b3687	ASAP	ABE-0012058
b3687	ECOCYC	EG11534
b3687	GeneID	948200
b3688	UniProtKB/Swiss-Prot	P0ADM4
b3688	ASAP	ABE-0012063
b3688	ECOCYC	EG11712
b3688	GeneID	948199
b3689	UniProtKB/Swiss-Prot	P31455
b3689	ASAP	ABE-0012065
b3689	ECOCYC	EG11713
b3689	GeneID	948198
b3690	UniProtKB/Swiss-Prot	P31456
b3690	ASAP	ABE-0012068
b3690	ECOCYC	EG11714
b3690	GeneID	948197
b3691	UniProtKB/Swiss-Prot	P0AA76
b3691	ASAP	ABE-0012072
b3691	ECOCYC	EG20053
b3691	GeneID	948196
b4478	UniProtKB/Swiss-Prot	Q6BF17
b4478	ASAP	ABE-0174106
b4478	ECOCYC	GB4478
b4478	GeneID	2847765
b4477	UniProtKB/Swiss-Prot	Q6BF16
b4477	ASAP	ABE-0174107
b4477	ECOCYC	EG20049
b4477	GeneID	2847766
b3693	UniProtKB/Swiss-Prot	P31459
b3693	ASAP	ABE-0012076
b3693	ECOCYC	EG20051
b3693	GeneID	948207
b4479	UniProtKB/Swiss-Prot	P31460
b4479	ASAP	ABE-0174108
b4479	ECOCYC	G7789
b4479	GeneID	2847767
b3696	UniProtKB/Swiss-Prot	P0ADM6
b3696	ASAP	ABE-0012084
b3696	ECOCYC	EG11719
b3696	GeneID	948202
b3697	UniProtKB/Swiss-Prot	P0A8Y5
b3697	ASAP	ABE-0012086
b3697	ECOCYC	EG11195
b3697	GeneID	948204
b3698	UniProtKB/Swiss-Prot	P09996
b3698	ASAP	ABE-0012089
b3698	ECOCYC	EG11196
b3698	GeneID	948212
b3699	UniProtKB/Swiss-Prot	P0AES6
b3699	ASAP	ABE-0012093
b3699	ECOCYC	EG10424
b3699	GeneID	948211
b3700	UniProtKB/Swiss-Prot	P0A7H0
b3700	ASAP	ABE-0012095
b3700	ECOCYC	EG10828
b3700	GeneID	948209
b3701	UniProtKB/Swiss-Prot	P0A988
b3701	ASAP	ABE-0012098
b3701	ECOCYC	EG10242
b3701	GeneID	948218
b3702	UniProtKB/Swiss-Prot	P03004
b3702	ASAP	ABE-0012103
b3702	ECOCYC	EG10235
b3702	GeneID	948217
b4757	UniProtKB/Swiss-Prot	P0DPP8
b4757	ECOCYC	G0-16751
b4757	GeneID	38094975
b3703	UniProtKB/Swiss-Prot	P0A7P5
b3703	ASAP	ABE-0012115
b3703	ECOCYC	EG10892
b3703	GeneID	948216
b3704	UniProtKB/Swiss-Prot	P0A7Y8
b3704	ASAP	ABE-0012117
b3704	ECOCYC	EG10862
b3704	GeneID	948215
b4557	UniProtKB/Swiss-Prot	P0A8C8
b4557	ASAP	ABE-0285078
b4557	ECOCYC	G0-10470
b4557	GeneID	1450303
b3705	UniProtKB/Swiss-Prot	P25714
b3705	ASAP	ABE-0012120
b3705	ECOCYC	EG11197
b3705	GeneID	948214
b3706	UniProtKB/Swiss-Prot	P25522
b3706	ASAP	ABE-0012123
b3706	ECOCYC	EG10997
b3706	GeneID	948222
b3707	UniProtKB/Swiss-Prot	P0AD89
b3707	ASAP	ABE-0012128
b3707	ECOCYC	EG11276
b3707	GeneID	948223
b3708	UniProtKB/Swiss-Prot	P0A853
b3708	ASAP	ABE-0012133
b3708	ECOCYC	EG11005
b3708	GeneID	948221
b3709	UniProtKB/Swiss-Prot	P23173
b3709	ASAP	ABE-0012135
b3709	ECOCYC	EG11006
b3709	GeneID	948220
b3710	UniProtKB/Swiss-Prot	P31462
b3710	ASAP	ABE-0012139
b3710	ECOCYC	EG11720
b3710	GeneID	948219
b3711	UniProtKB/Swiss-Prot	P31463
b3711	ASAP	ABE-0012141
b3711	ECOCYC	EG11721
b3711	GeneID	948227
